Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_encoded,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,season,country_BEL,country_BRA,country_CHE,country_CHN,country_CN,country_DEU,country_ESP,country_FRA,country_GBR,country_IRL,country_ITA,country_NLD,country_NOR,country_Other,country_POL,country_PRT,country_RUS,country_SWE,country_USA,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,room_type_changed,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
2870,Resort Hotel,1,-0.9851696281407263,2015,October,40,3,1,1,2,0,0,0,0,0,A,A,0,175,-0.12701640452702223,-1.033930386847828,0,1,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
2871,Resort Hotel,0,1.671137732308008,2016,May,19,6,0,0,1,0,0,0,0,0,A,A,0,40,-0.12701640452702223,-2.6093831204619677,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,False
2872,Resort Hotel,0,-1.028013295244738,2015,December,51,19,0,1,2,0,0,0,0,0,D,D,0,0,-0.12701640452702223,-1.4413750593342436,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2873,City Hotel,1,0.06450021590756391,2017,May,21,27,2,3,2,0,0,0,0,0,D,D,0,85,-0.12701640452702223,0.6371360299097903,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2874,Resort Hotel,0,-1.0173023784687352,2017,April,16,20,0,0,1,0,0,0,0,0,A,D,0,0,-0.12701640452702223,-2.6093831204619677,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True
2875,City Hotel,1,1.124880976731857,2017,June,24,14,0,4,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-0.04248168379755048,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2876,Resort Hotel,0,-0.41749103901256934,2015,November,48,26,0,3,1,0,0,0,0,0,A,A,0,240,-0.12701640452702223,-1.6315159064945708,0,1,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2877,City Hotel,1,-0.4282019557885723,2017,February,5,1,0,3,2,0,0,0,0,0,A,A,0,29,-0.12701640452702223,-0.979604430516306,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2878,City Hotel,0,0.021656548803552066,2016,April,18,30,2,5,2,0,0,0,0,0,A,A,2,9,-0.12701640452702223,0.37338351192025093,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,True
2879,Resort Hotel,0,-0.5353111235486019,2016,March,10,4,0,2,2,0,0,0,0,0,A,D,0,240,-0.12701640452702223,-1.3055601685054383,0,2,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
2881,Resort Hotel,1,2.3245036556441887,2017,June,25,19,4,10,2,0,0,0,0,0,A,A,0,243,-0.12701640452702223,-0.04248168379755048,0,2,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,False
2882,City Hotel,0,-0.9530368778127174,2016,April,17,22,1,2,2,0,0,0,0,0,A,E,0,0,-0.12701640452702223,-0.5721597580298906,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
2883,City Hotel,0,1.0070608921958244,2016,April,15,9,1,1,2,0,0,0,0,0,A,A,0,3,5.773805205753066,-0.7079746488586958,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2884,City Hotel,0,0.11805479978757871,2016,December,53,26,1,3,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,-0.9499967843156264,0,1,0,False,False,False,True,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2885,City Hotel,0,-0.0961635357324805,2017,May,18,4,0,3,2,0,0,0,0,0,A,A,0,14,-0.12701640452702223,0.32421852144022345,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2886,Resort Hotel,0,-0.9530368778127174,2016,December,51,13,0,1,1,0,0,1,0,8,A,D,0,0,-0.12701640452702223,-1.4685380375000046,1,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False
2887,City Hotel,0,-0.9423259610367144,2016,March,13,25,0,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.1662708445788155,0,1,0,False,False,False,True,False,Spring,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2889,City Hotel,1,-0.0961635357324805,2015,September,39,25,2,3,2,0,0,0,0,0,A,A,0,1,-0.12701640452702223,2.0083231677174074,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2890,City Hotel,1,1.3819429793559281,2017,April,15,15,1,1,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,0.07975171794837416,0,0,0,False,False,False,True,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2891,City Hotel,0,-0.46033470611658117,2016,May,21,18,0,1,2,0,0,0,0,0,A,A,2,7,-0.12701640452702223,-0.18101287244293157,0,2,0,False,False,False,True,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2892,City Hotel,1,0.8142643902277712,2016,June,26,24,0,2,1,0,0,0,0,0,A,A,0,34,-0.12701640452702223,-0.028900194714669966,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2893,Resort Hotel,0,-0.9958805449167292,2016,December,51,17,0,1,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-1.5500269719972877,0,1,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,False,True
2894,City Hotel,0,-0.9423259610367144,2016,February,8,19,0,1,1,0,0,0,0,0,A,D,0,0,-0.12701640452702223,-0.4363448672010854,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1,False,False,False,False,True
2895,Resort Hotel,0,-1.028013295244738,2016,June,25,16,0,1,2,0,0,1,0,1,F,F,0,0,-0.12701640452702223,1.9811601895516462,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2896,City Hotel,1,0.5036478037236853,2017,May,18,4,0,2,1,0,0,0,0,0,A,A,0,56,-0.12701640452702223,0.3785444777717455,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2897,City Hotel,1,1.4247866464599401,2017,July,28,12,1,4,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,0.3785444777717455,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2898,Resort Hotel,0,-0.6638421248606374,2016,March,12,13,2,5,2,0,0,0,0,0,A,A,1,2,-0.12701640452702223,-1.1154193213451111,0,0,1,False,False,True,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,False
2899,City Hotel,1,0.1501875501155876,2016,October,42,9,2,2,2,0,0,0,0,0,A,A,4,234,-0.12701640452702223,0.9218040410869661,0,2,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2900,City Hotel,0,0.6643115553637297,2017,March,13,27,1,1,1,0,0,0,0,0,A,A,0,37,-0.12701640452702223,-0.3005299763722803,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
2901,City Hotel,1,2.8707604112203398,2015,October,42,16,0,2,2,0,0,0,1,0,A,A,0,6,-0.12701640452702223,0.14765916336277674,0,0,0,False,False,True,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,False,True
2902,City Hotel,0,-0.4282019557885723,2015,September,39,25,2,2,2,0,0,0,0,0,A,F,0,44,-0.12701640452702223,2.4157678402038227,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,1,False,False,False,False,True
2903,Resort Hotel,0,-0.5888657074286167,2016,January,4,22,0,2,2,0,0,0,0,0,A,D,0,250,-0.12701640452702223,-1.142582299510872,1,2,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
2904,Resort Hotel,0,-0.9744587113647233,2016,February,9,27,1,1,2,0,0,0,0,0,A,A,0,171,-0.12701640452702223,-1.1154193213451111,0,0,1,False,False,True,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
2905,City Hotel,1,2.260238154988171,2015,August,34,20,0,2,2,0,0,0,1,0,A,A,0,1,-0.12701640452702223,-0.9252784741847839,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,False,False
2906,City Hotel,1,-0.0961635357324805,2017,June,23,9,0,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.5193895607337087,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2907,Resort Hotel,0,-0.3425146215805486,2016,May,21,19,0,3,2,0,0,0,0,0,A,C,1,0,-0.12701640452702223,-1.2512342121739164,0,1,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
2909,City Hotel,0,-0.8780604603806966,2016,June,23,2,0,1,1,0,0,0,0,0,D,F,0,14,-0.12701640452702223,0.6691883441453886,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,False,False,False,True,False
2910,Resort Hotel,0,-0.14971811961249532,2017,June,23,8,2,5,2,0,0,0,0,0,E,E,0,240,-0.12701640452702223,1.5193895607337087,0,1,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2911,Resort Hotel,1,-0.8030840429486759,2017,April,15,10,1,1,2,2,0,0,0,0,C,C,0,240,-0.12701640452702223,0.6501742594293558,0,2,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2912,Resort Hotel,0,-0.7495294590686611,2016,March,13,20,2,3,2,0,0,0,0,0,E,E,0,241,-0.12701640452702223,-1.1906607708642694,0,2,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2913,City Hotel,1,0.2894294682036261,2016,September,39,20,1,5,3,0,0,0,0,0,D,D,0,9,-0.12701640452702223,1.791019342391319,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2914,City Hotel,0,-0.9209041274847085,2016,July,28,4,1,1,1,0,0,1,1,15,A,A,0,0,-0.12701640452702223,-0.8437895396875009,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,False,True,False
2915,City Hotel,0,-0.7281076255166552,2015,October,42,12,1,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,0.10338350895258637,0,2,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False
2916,City Hotel,0,0.9642172250918126,2016,July,30,22,2,2,3,0,0,0,0,0,A,D,0,22,-0.12701640452702223,0.022709463800276147,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,False,False,False,True,False
2917,City Hotel,1,-0.17113995316450123,2016,March,13,25,2,2,3,0,0,0,0,0,A,A,0,118,-0.12701640452702223,0.27532516074185365,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
2918,City Hotel,1,-0.10687445250848346,2015,October,40,3,2,1,2,0,0,0,0,0,A,A,0,1,-0.12701640452702223,-0.2733669982065192,0,0,0,False,False,True,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
2920,Resort Hotel,1,2.742229409908304,2017,August,31,1,4,10,2,0,0,0,0,0,A,A,0,240,-0.12701640452702223,2.577659190071759,0,1,1,False,False,True,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2921,City Hotel,1,-0.7173967087406522,2017,April,17,28,1,2,2,0,0,0,0,0,A,A,0,8,-0.12701640452702223,0.5143593686005506,0,1,0,False,False,False,True,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2922,City Hotel,1,-0.5995766242046197,2017,January,1,5,2,7,2,0,0,0,0,0,A,A,0,8,-0.12701640452702223,-0.5775923536630428,0,0,0,False,False,False,True,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2923,City Hotel,1,1.981754318812094,2015,July,30,25,2,2,2,0,0,0,1,0,A,A,0,1,-0.12701640452702223,-0.9252784741847839,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
2924,City Hotel,0,-0.4710456228925841,2016,May,22,27,1,2,2,0,0,0,0,0,A,D,0,138,-0.12701640452702223,-0.3005299763722803,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,False,False,False,True,False
2925,City Hotel,0,-0.9637477945887203,2017,February,7,13,1,1,2,0,0,0,0,0,A,A,1,14,-0.12701640452702223,0.05258873978261312,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2926,Resort Hotel,0,-1.028013295244738,2017,January,5,29,1,0,2,0,0,1,0,0,A,A,0,0,-0.12701640452702223,-1.3870491030027214,0,2,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,False,False,False,False,True
2927,City Hotel,0,-0.5246002067725989,2017,May,20,15,1,2,1,0,0,0,0,0,A,A,1,455,-0.12701640452702223,-0.04248168379755048,0,0,0,False,False,True,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2928,City Hotel,0,2.6779639092522864,2016,September,38,13,0,2,2,0,0,0,0,0,A,A,0,6,-0.12701640452702223,0.5143593686005506,0,1,0,False,False,True,False,False,Autumn,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2929,Resort Hotel,0,0.9856390586438185,2017,August,32,8,2,9,2,0,0,0,0,0,A,A,0,240,-0.12701640452702223,-0.04248168379755048,0,2,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2931,Resort Hotel,0,-0.9101932107087055,2015,December,51,18,0,1,2,0,0,0,0,0,A,D,0,240,-0.12701640452702223,-1.3055601685054383,0,1,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,True,False
2932,City Hotel,0,0.00023471525154614611,2016,April,15,8,2,3,2,0,0,0,0,0,A,B,1,9,-0.12701640452702223,-0.2312643820495897,0,1,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,False,False,False,True
2933,City Hotel,0,-1.028013295244738,2016,June,27,30,0,1,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,0.2970555432744624,0,0,0,False,False,False,True,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2934,City Hotel,0,-0.9744587113647233,2015,October,43,19,1,2,2,0,0,0,0,0,A,A,0,112,-0.12701640452702223,-0.1647150855434751,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2935,City Hotel,0,-0.0961635357324805,2016,February,7,12,1,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.47708933444972695,0,1,0,False,False,False,True,False,Winter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,False
2936,City Hotel,1,0.9213735579878007,2017,July,27,8,1,1,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,-0.3692523111316557,0,1,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2938,City Hotel,0,-0.8137949597246789,2017,March,11,13,1,1,1,0,0,0,0,0,A,A,0,254,-0.12701640452702223,2.2256269930434955,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True
2939,City Hotel,0,-1.0173023784687352,2017,August,35,27,1,0,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,-0.43362856938450944,0,1,0,False,False,False,True,False,Summer,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2940,City Hotel,1,-0.10687445250848346,2016,January,4,22,0,1,2,0,0,0,1,0,A,A,0,29,6.5352015425634,-0.3005299763722803,0,0,0,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,True,False,False,True,False
2941,City Hotel,0,-0.9958805449167292,2016,July,29,13,0,2,2,0,0,0,0,0,A,A,0,14,-0.12701640452702223,0.599922749822698,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2942,Resort Hotel,0,-0.8352167932766847,2016,October,42,11,0,1,2,0,0,0,0,1,A,A,0,0,-0.12701640452702223,-2.6093831204619677,0,1,1,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2943,City Hotel,0,-1.028013295244738,2015,September,37,11,0,1,2,0,0,0,0,0,A,A,1,9,-0.12701640452702223,0.7588261720923999,0,1,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2944,City Hotel,0,-0.8245058765006819,2016,November,46,12,2,1,2,0,0,0,0,0,D,D,0,9,-0.12701640452702223,0.6319750640582958,0,2,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2945,City Hotel,1,2.228105404660162,2016,November,45,3,0,3,2,0,0,0,0,0,A,A,0,21,-0.12701640452702223,-0.19187806370923616,0,0,0,True,False,False,False,False,Autumn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,True,False,False,True,False
2946,City Hotel,1,-0.9209041274847085,2016,April,18,25,1,4,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,2.1169750803804512,0,1,0,False,False,True,False,False,Spring,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2947,City Hotel,0,0.06450021590756391,2017,June,26,30,1,2,2,0,0,0,0,0,A,A,0,9,-0.12701640452702223,1.0576189319157712,1,0,0,True,False,False,False,False,Summer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,False,True
2948,City Hotel,0,-0.43891287256457523,2016,August,36,30,2,6,2,0,0,0,0,0,A,A,0,168,-0.12701640452702223,-0.28694848728939976,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,True,False
2949,Resort Hotel,0,-1.0173023784687352,2017,May,22,31,0,1,1,0,0,0,0,0,A,C,0,0,-0.12701640452702223,-0.5721597580298906,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False
2950,Resort Hotel,0,0.6750224721397327,2017,June,23,10,0,1,2,0,0,0,0,0,D,D,0,251,-0.12701640452702223,-0.4363448672010854,0,1,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,False,False,False,False,True
2951,Resort Hotel,0,1.0606154760758393,2017,July,30,23,2,4,2,1,0,0,0,0,A,A,1,250,-0.12701640452702223,1.5568744706024589,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2952,Resort Hotel,0,0.600046054707712,2017,April,14,5,2,5,3,0,0,0,0,0,A,C,3,0,-0.12701640452702223,-0.7623006051902178,0,0,1,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,False,False,False,False,True
2953,City Hotel,0,-0.4282019557885723,2016,June,26,21,0,3,2,0,0,0,0,0,A,A,0,7,-0.12701640452702223,-0.5200068399516293,0,1,0,True,False,False,False,False,Summer,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2954,City Hotel,0,-1.0173023784687352,2016,March,11,12,0,1,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,0.025425761616852095,0,1,0,False,False,False,True,False,Spring,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,False,False,True,False
2955,City Hotel,0,-1.028013295244738,2015,August,31,1,0,1,2,0,0,0,0,0,A,A,0,0,-0.12701640452702223,-0.5721597580298906,0,0,0,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,False,False,False,True,False
2956,Resort Hotel,0,-0.7388185422926581,2017,July,27,3,1,0,1,0,0,0,0,0,A,A,0,0,-0.12701640452702223,1.2477597790760984,0,0,1,True,False,False,False,False,Summer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,False,False,False,True,False
2957,Resort Hotel,1,-1.028013295244738,2017,January,4,26,0,1,1,0,0,1,0,5,A,D,0,0,-0.12701640452702223,-1.6586788846603318,0,0,1,True,False,False,False,False,Winter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False
2958,City Hotel,0,-0.9744587113647233,2016,May,21,16,1,2,1,0,0,0,0,0,A,A,0,150,-0.12701640452702223,0.06128089279565647,0,0,0,True,False,False,False,False,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True
